id,Cluster
https://www.studenti.unige.it,8
https://www.studenti.unige.it,6
https://www.studenti.unige.it/orientamento/opendaycorsi/,8
https://www.studenti.unige.it/orientamento/opendaycorsi/,3
https://www.studenti.unige.it/portalescuole/,6
https://www.studenti.unige.it/portalescuole/,8
https://www.studenti.unige.it/tasse/importi/,6
https://www.studenti.unige.it/unigepericampioni/,6
https://www.studenti.unige.it/istituto-studi-superiori-issuge/,6
https://www.studenti.unige.it/modulistica/,6
https://www.studenti.unige.it/modulistica/,8
https://www.studenti.unige.it/areaint/,3
https://www.studenti.unige.it/orientamento/spaziogenitori/,6
https://www.studenti.unige.it/orientamento/spaziogenitori/,1
https://www.studenti.unige.it/iscrizioni/immatricolazioni/preiscrizioni_test/,6
https://www.studenti.unige.it/portalescuole/eventi/,8
https://www.studenti.unige.it/areaint/studiareestero/,6
https://www.studenti.unige.it/studenti_unige/,5
https://www.studenti.unige.it/studenti_unige/,4
https://www.studenti.unige.it/future_matricole/,6
https://www.studenti.unige.it/portalescuole/seminari/,6
https://www.studenti.unige.it/portalescuole/seminari/,3
https://www.studenti.unige.it/portalescuole/seminari/,5
https://www.studenti.unige.it/tasse/importi/gruppi_contributivi/,6
https://www.studenti.unige.it/Issuge_anni_precdenti/,6
https://www.studenti.unige.it/Issuge_anni_precdenti/,8
https://www.studenti.unige.it/portalescuole/eventi/convegnoasl_atti/,5
https://www.studenti.unige.it/portalescuole/eventi/convegnoasl_atti/,6
https://www.studenti.unige.it/postlaurea/master/,8
https://www.studenti.unige.it/tasse/certificazione,6
https://www.studenti.unige.it/orientamento/valutazione,6
https://www.studenti.unige.it/postlaurea/master/modmaster/,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi,8
https://www.studenti.unige.it/postlaurea/attivazione,8
https://www.studenti.unige.it/postlaurea/attivazione,6
https://www.studenti.unige.it/postlaurea/master/scaduti/,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=10,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=8,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=5,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=7,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=6,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=4,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=2,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=3,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=1,8
https://www.studenti.unige.it/postlaurea/master/scaduti/chiusi/?page=9,8
https://www.studenti.unige.it/offertaformativa/,8
https://www.studenti.unige.it/offertaformativa/,5
https://www.studenti.unige.it/offertaformativa/laureemagistrali20172018/,5
https://www.studenti.unige.it/offertaformativa/lauree20172018/,5
https://www.studenti.unige.it/offertaformativa/strutt_perc/img_longdesc/,6
https://www.studenti.unige.it/offertaformativa/anniprecedenti/,5
https://www.studenti.unige.it/offertaformativa/strutt_perc/,6
https://www.studenti.unige.it/offertaformativa/corsi_elearning/,8
https://www.studenti.unige.it/offertaformativa/corsi_elearning/,6
https://www.studenti.unige.it/iscrizioni/preimmatricolazioni/,6
https://www.studenti.unige.it/mediodontoarch/,6
https://www.studenti.unige.it/all4-biotec17/,6
https://www.studenti.unige.it/offertaformativa/adesaur/,5
https://www.studenti.unige.it/offertaformativa/verifica/,6
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lm20152016/,5
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lmcu20152016/,5
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lm20162017/,5
https://www.studenti.unige.it/corsilmprof17/,6
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lmcu20162017/,5
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lm20132014/,5
https://www.studenti.unige.it/offertaformativa/anniprecedenti/llmcu20132014/,5
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lm20142015/,5
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lmcu20142015/,5
https://www.studenti.unige.it/areaint/foreignstudents/votazione/,6
https://www.studenti.unige.it/sanitarie16/,6
https://www.studenti.unige.it/all9-ttmi/,6
https://www.studenti.unige.it/all7-pedagogiche/,6
https://www.studenti.unige.it/all5-motoriesport/,6
https://www.studenti.unige.it/all8-tecnichepsico/,6
https://www.studenti.unige.it/sdf_2016/,6
https://www.studenti.unige.it/scienzearch16/,6
https://www.studenti.unige.it/all3-biologiche/,6
https://www.studenti.unige.it/medionto16/,6
https://www.studenti.unige.it/all1-design-prodnau/,6
https://www.studenti.unige.it/all6ctf-farma/,6
https://www.studenti.unige.it/all6ctf-farma/,8
https://www.studenti.unige.it/all4-biotec/,6
https://www.studenti.unige.it/saniterie16all_a/,8
https://www.studenti.unige.it/saniterie16all_a/,6
https://www.studenti.unige.it/sanitariemagistrali16/,6
https://www.studenti.unige.it/all2-archi-ingedi/,6
https://www.studenti.unige.it/corsiprogrloc,6
https://www.studenti.unige.it/offertaformativa/anniprecedenti/lmcu20172018/,5
https://www.studenti.unige.it/all9-ttmi17/,6
https://www.studenti.unige.it/all7-pedagogiche17/,6
https://www.studenti.unige.it/all5-scienzemotorie17/,6
https://www.studenti.unige.it/all8-psicologiche17/,6
https://www.studenti.unige.it/sdf_2017/,6
https://www.studenti.unige.it/scienzearch17/,6
https://www.studenti.unige.it/all3-scienzebio17/,6
https://www.studenti.unige.it/postlaurea/specializzazione/,6
https://www.studenti.unige.it/sanitarie17/,6
https://www.studenti.unige.it/all1-designprodnau17/,6
https://www.studenti.unige.it/medionto17/,6
https://www.studenti.unige.it/all6-farmactf17/,6
https://www.studenti.unige.it/postlaurea/specializzazione/umanistica/,6
https://www.studenti.unige.it/postlaurea/specializzazione/umanistica/,2
https://www.studenti.unige.it/all10-hydroraphy17/,8
https://www.studenti.unige.it/all10-hydroraphy17/,6
https://www.studenti.unige.it/corsiprogrloc17/,6
https://www.studenti.unige.it/postlaurea/specializzazione/giuridica/,3
https://www.studenti.unige.it/postlaurea/specializzazione/sanitaria_altri/,3
https://www.studenti.unige.it/postlaurea/specializzazione/sanitaria_altri/,6
https://www.studenti.unige.it/postlaurea/specializzazione/sanitaria_med/,6
https://www.studenti.unige.it/postlaurea/specializzazione/sanitaria_med/,8
https://www.studenti.unige.it/all2-archi-ingediarch17/,6
https://www.studenti.unige.it/servizi/segreterie/certificati/,6
https://www.studenti.unige.it/servizi,6
https://www.studenti.unige.it/servizi,0
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/,6
https://www.studenti.unige.it/tasse/pagamento_online/,6
https://www.studenti.unige.it/tasse/importi/en/,8
https://www.studenti.unige.it/tasse/importi/en/,6
https://www.studenti.unige.it/tasse/importi/en/,5
https://www.studenti.unige.it/portalescuole/glues/,6
https://www.studenti.unige.it/portalescuole/incontri/,6
https://www.studenti.unige.it/orientamento/iris/,6
https://www.studenti.unige.it/portalescuole/pls/,8
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/,6
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/,5
https://www.studenti.unige.it/servizi/aulestudio/,6
https://www.studenti.unige.it/servizi/fotografi/,4
https://www.studenti.unige.it/servizi/fotografi/,6
https://www.studenti.unige.it/servizi/servizi/,4
https://www.studenti.unige.it/iscrizioni/tempo_pienoparz/,6
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/en,8
https://www.studenti.unige.it/tasse/importi/esoneri,6
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post,6
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post,0
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post,3
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post,8
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post,5
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post,1
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/sostegno,6
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/sostegno,0
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post/grado/,6
https://www.studenti.unige.it/areaint/test/erasmus/ects/,6
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/post/primaria/,6
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/organizzazione/,6
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/organizzazione/,8
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/mobipers/,6
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/mobipers/,8
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/mobstudeneo/,6
https://www.studenti.unige.it/tasse/benefici/familiari/,6
https://www.studenti.unige.it/servizi/genuawifi/,6
https://www.studenti.unige.it/servizi/genuawifi/,8
https://www.studenti.unige.it/iscrizioni/singole_attivita/,8
https://www.studenti.unige.it/iscrizioni/singole_attivita/,6
https://www.studenti.unige.it/iscrizioni/singole_attivita/acc_prog/,6
https://www.studenti.unige.it/iscrizioni/singole_attivita/acc_prog/,5
https://www.studenti.unige.it/iscrizioni/singole_attivita/acc_lib/,6
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/mobstudeneo/tirocinio/,6
https://www.studenti.unige.it/areaint/studiareestero/erasmusplus/mobstudeneo/studio/,6
https://www.studenti.unige.it/tasse/iseeuparificato,6
https://www.studenti.unige.it/tasse/iseeuparificato/en/,8
https://www.studenti.unige.it/tasse/iseeuparificato/en/,6
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/pas/,6
https://www.studenti.unige.it/postlaurea/formazioneinsegnanti/tfa/,6
https://www.studenti.unige.it/servizi/biblioteche/,6
https://www.studenti.unige.it/servizi/biblioteche/,3
