id,label,size
/postlaurea/dottorati/,,1
/offertaformativa/anniprecedenti/,Offerta formativa anni precedenti,102471
/offertaformativa/anniprecedenti/lmcu20172018/,,1
/offertaformativa/anniprecedenti/lm20172018/,,1
/offertaformativa/anniprecedenti/lmcu20162017/,,1
/offertaformativa/anniprecedenti/lm20162017/,,1
/offertaformativa/anniprecedenti/lmcu20152016/,,1
/offertaformativa/anniprecedenti/lm20152016/,,1
/offertaformativa/anniprecedenti/lmcu20142015/,,1
/offertaformativa/anniprecedenti/lm20142015/,,1
/offertaformativa/anniprecedenti/llmcu20132014/,,1
/offertaformativa/anniprecedenti/lm20132014/,,1
/offertaformativa/corsi_laurea/,,1
/lavoro/,,1
/iscrizioni/laurea_spec/,,1
/areaint/foreignstudents/votazione/,,1
/sites/www.studenti.unige.it/files/corsi-perfezionamento/EPICT_primaclasse.pdf,,1
/offertaformativa/lauree/,,1
/mediodontoarch/#fase1,,1
/all4-biotec17/,Bando Biotecnologie (A.A. 2017/2018),7406
/sites/www.studenti.unige.it/files/OK%20professioni%20sanitarie22.pdf,,1
/sites/www.studenti.unige.it/files/AVVISO%20MED-ARCH%2015-16rev.pdf,,1
/sites/www.studenti.unige.it/files/bando_medicina_opd2014.pdf,,1
/all2-archi-ingedi/#art11,,1
/corsiprogrloc/#art2,,1
/all2-archi-ingedi/#art12,,1
/corsiprogrloc#art5,,1
/corsiprogrloc#art6,,1
/corsiprogrloc#art2,,1
/corsiprogrloc/#art3,,1
/all2-archi-ingedi/#art13,,1
/all2-archi-ingedi/#all2-1,,1
/sanitariemagistrali16/#art1,,1
/sanitariemagistrali16/#art3,,1
/sanitariemagistrali16/#art4,,1
/sanitariemagistrali16/#art9,,1
/sanitariemagistrali16/#art7,,1
/sanitariemagistrali16/#art5,,1
/sanitariemagistrali16/#allA,,1
/corsilmprof17/,Corsi di Laurea Magistrali delle Pofessioni sanitarie 2017/2018,43689
/,,1
/sanitarie16/#art1,,1
/sites/www.studenti.unige.it/files/suddivisione%20aule%20%20e%20mappa%20per%20portale%20clps%202016-2017REV.pdf,,1
/sanitarie16/#art3,,1
/sanitarie16/#art4,,1
/sanitarie16/#art10,,1
/sanitarie16/#art12,,1
/sanitarie16/#art7,,1
/sanitarie16/#art5,,1
/saniterie16all_a/,,1
/all4-biotec/#art11,,1
/all4-biotec/#art12,,1
/all4-biotec/#art13,,1
/all4-biotec/#all4-1,,1
/all6ctf-farma/#art11,,1
/all6ctf-farma/#art12,,1
/all6ctf-farma/#art13,,1
/all6ctf-farma/#all6-1,,1
/all1-design-prodnau/#art11,,1
/all1-design-prodnau/#art12,,1
/all1-design-prodnau/#art13,,1
/all1-design-prodnau/#all1-1,,1
/medionto16/#art1,,1
/medionto16/#art3,,1
/medionto16/#art4,,1
/medionto16/#art8,,1
/medionto16/#art7,,1
/all3-biologiche/#art11,,1
/all3-biologiche/#art12,,1
/all3-biologiche/#art3,,1
/all3-biologiche/#art13,,1
/scienzearch16/#art1,,1
/scienzearch16/#art3,,1
/scienzearch16/#art4,,1
/scienzearch16/#art8,,1
/scienzearch16/#art7,,1
/sdf_2016/#art.1,,1
/sdf_2016/#art.3,,1
/sdf_2016/#art.4,,1
/sdf_2016/#art.9,,1
/sdf_2016/#art.10,,1
/sdf_2016/#art.7,,1
/sdf_2016/#art.5,,1
/all8-tecnichepsico/#art11,,1
/all8-tecnichepsico/#art12,,1
/all8-tecnichepsico/#art13,,1
/all5-motoriesport/#art11,,1
/all5-motoriesport/#art12,,1
/all5-motoriesport/#art13,,1
/all5-motoriesport/#all5-1,,1
/all7-pedagogiche/#art11,,1
/all7-pedagogiche/#art12,,1
/all7-pedagogiche/#art13,,1
/all9-ttmi/#art11,,1
/all9-ttmi/#art12,,1
/all9-ttmi/#art13,,1
/sites/www.studenti.unige.it/files/professionisanitarie13.pdf,,1
/sites/www.studenti.unige.it/files/farmacia2013.pdf,,1
/sites/www.studenti.unige.it/files/2013bando_professionisanitarieMAG.pdf,,1
/sites/www.studenti.unige.it/files/scienze_formazione_primaria13.pdf,,1
/sites/www.studenti.unige.it/files/ConversioneVoti_Tabella%20ECTS.pdf,,1
/sanitarie16/,Professioni sanitarie 2016/2017,42887
/tasse/pagamento_online/,,
/all9-ttmi/,All.9 Teorie e Tecniche della Mediazione Interlinguistica 2016/2017,7549
/all7-pedagogiche/,All.7 Scienze pedagogiche e dell'educazione 2016/2017,5399
/all5-motoriesport/,All.5 Scienze Motorie Sport e Salute 2016/2017,7967
/all8-tecnichepsico/,All.8 Scienze e tecniche psicologiche 2016/2017,5886
/sdf_2016/,Bando Scienze della formazione primaria,29505
/scienzearch16/,Bando di Scienze dell’architettura 2016/2017,29345
/all3-biologiche/,All.3 Scienze Biologiche 2016/2017,5223
/medionto16/,Bando Medicina e Chirurgia e Odontoiatria e protesi dentaria,31481
/all1-design-prodnau/,All.1 Design del prodotto e della nautica 2016/2017,9848
/all6ctf-farma/,All.6 CTF e Farmacia 2016/2017,20677
/all4-biotec/,All.4 Biotecnologie 2016/2017,8448
/sanitariemagistrali16/,Professioni sanitarie magistrali 2016/2017,45168
/all2-archi-ingedi/,All.2 Architettura e Ingegneria edile - Architettura  2016/2017,10794
/corsiprogrloc,Norme generali di ammissione ai corsi di studio a programmazione locale,30210
/corsiprogrloc/,Norme generali di ammissione ai corsi di studio a programmazione locale,30210
/all9-ttmi17/,All.9 Teorie e tecniche della mediazione interlinguistiche  2017/2018,6704
/all7-pedagogiche17/,All.7 Scienze pedagogiche e dell'educazione 2017/2018,4852
/all5-scienzemotorie17/,"Bando Scienze motorie, sport e salute (A.A. 2017/2018)",5055
/all8-psicologiche17/,All.8 Scienze e tecniche e psicologiche 2017/2018,5307
/sdf_2017/,Bando Scienze della formazione primaria,30932
/scienzearch17/,Bando di Scienze dell’architettura 2017/2018,28362
/all3-scienzebio17/,Bando Scienze biologiche (A.A. 2017-2018),4361
/postlaurea/specializzazione/sanitaria_med/,,1
/postlaurea/specializzazione/sanitaria_altri/,,1
/postlaurea/specializzazione/giuridica/,,1
/scadenze/#spec,,1
/sanitarie17/,Professioni sanitarie 2017/2018,50096
/all1-designprodnau17/,All.1 Design del prodotto e della nautica 2017/2018,8748
/medionto17/,Bando Medicina e Chirurgia e Odontoiatria e protesi dentaria (A.A. 2017 - 2018),30375
/all6-farmactf17/,Bando Farmacia e Chimica e Tecnologie Farmaceutiche (A.A. 2017/2018),6589
/postlaurea/specializzazione/umanistica/,Scuole di specializzazione - Area Umanistica,7980
/all10-hydroraphy17/,Bando Hydrography and Oceanography (A.A. 2017 - 2018),33385
/corsiprogrloc17/,Norme generali di ammissione ai corsi di studio a programmazione locale dell’Università degli Studi di Genova (a.a. 2017/2018),28613
/all2-archi-ingediarch17/,Architettura - Ingegneria edile - architettura (A.A. 2017/2018),9483
/servizi/segreterie/certificati/,Certificati,3007
/servizi/segreterie/,,1
/tempolibero/ass_stud/,,1
/orientamento/colloqui/,,1
/areaint/studiareestero/erasmusplus/en,,1
/areaint/studiareestero/erasmusplus/mobstudeneo/,,1
/areaint/studiareestero/erasmusplus/mobipers/,,1
/areaint/studiareestero/erasmusplus/organizzazione/,,1
/areaint/test/erasmus/ects/,,1
/sites/www.studenti.unige.it/files/iris2013.pdf,,1
/postlaurea/formazioneinsegnanti/post/primaria/,,1
/postlaurea/formazioneinsegnanti/post/grado/,,1
/postlaurea/formazioneinsegnanti/sostegno,,1
/postlaurea/formazioneinsegnanti/post,,1
/servizi/aulestudio/,Aule Studio,1359
/servizi/fotografi/,Fotografi,923
/servizi/servizi/,Costo della vita,1523
/postlaurea/formazioneinsegnanti/tfa/,,1
/postlaurea/formazioneinsegnanti/pas/,,1
/iscrizioni/singole_attivita/,,1
/areaint/studiareestero/erasmusplus/mobstudeneo/studio/,,1
/areaint/studiareestero/erasmusplus/mobstudeneo/tirocinio/,,1
/servizi/genuawifi/,GenuaWiFi,1630
/iscrizioni/singole_attivita/acc_prog/,Iscriversi a singole attività formative di un corso ad accesso programmato,984
/iscrizioni/singole_attivita/acc_lib/,Iscriversi a singole attività formative di un corso ad accesso libero,4710
/scadenze/#singoleatt,,1
/tasse/iseeuparificato,,1
/sites/www.studenti.unige.it/files/Learning%20Agreement%20for%20Studies%202018-2019%20NEW.docx,,1
/sites/www.studenti.unige.it/files/Guidelines%20on%20how%20to%20use%20the%20Learning%20Agreement%20for%20Studies%281%29.pdf,,1
/sites/www.studenti.unige.it/files/Modalita%CC%80%20e%20istruzioni%20per%20la%20sottoscrizione%20dell%27Accordo%20Erasmus%2B%20ai%20fini%20di%20studio%20a.a.%202018-2019_0.pdf,,1
/sites/www.studenti.unige.it/files/Kit%20per%20sito_0.pdf,,1
/sites/www.studenti.unige.it/files/kit%20per%20sito.zip,,1
/tasse/iseeuparificato/en/,,1
/sites/www.studenti.unige.it/files/OFFERTA%20FORMATIVA%20PAS-1.pdf,,1
/sites/www.studenti.unige.it/files/dm81-250313forminiz-tfa_modifica-dm249_2010.pdf,,1
/sites/www.studenti.unige.it/files/decr_dg58-250713.pdf,,1
/sites/www.studenti.unige.it/files/ddn45pas.pdf,,1
/sites/www.studenti.unige.it/files/DM_39_1998_SSIS_0.pdf,,1
/sites/www.studenti.unige.it/files/tab_allegatoadm22-2005.pdf,,1
/servizi/biblioteche/,Biblioteche,3334
/servizi/mense/,Mense,3725
/servizi/alloggi/,Alloggi,2282
/servizi/assicurazioni/,Assicurazioni degli studenti contro gli infortuni,1510
/servizi/rappresentanti/,Rappresentanti degli studenti negli Organi Accademici di Ateneo,2463
/servizi/assmedica/,Assistenza medica per studenti non residenti,2218
/servizi/disabili/,Servizi per gli studenti disabili e studenti con DSA,1091
/iscrizioni//,Immatricolazioni e iscrizioni,1991
/servizi/reg/,Regolamenti di Ateneo per la didattica,1073
/servizi/sostegno/,Servizi di Orientamento e diritto allo studio,1249
/servizi/organizzazione/,Organizzazione generale,1439
/servizi/calendario/,Calendario accademico,1183
/servizi/sedi/,Sedi e recapiti,2971
/attivita/ass_stud/,,1
/iscrizioni/passaggi/,Passaggio ad altro corso di studio,3050
/iscrizioni/trasferimenti/,Trasferimenti,5889
/modulistica,,1
/offertaformativa/corsi_numprog/,,1
/scadenze/#trasf,,1
/iscrizioni/riprendere/,Riprendere gli studi,1847
/iscrizioni/stranieri/,Studenti stranieri,1177
/iscrizioni/seconda_laurea/,Seconda laurea,1783
/iscrizioni/immatricolazioni/,,1
/iscrizioni/iscr_tardive/,Immatricolazioni ed iscrizioni tardive,1561
/scadenze/,,1
/iscrizioni/oltre_durata/,Iscrizione fuori corso,2533
/tasse/pagamento_online,,1
/tasse/,,1
/scadenze/#fuoricorso,,1
/iscrizioni/ritirobadge/,Ritira il tuo badge,9567
/iscrizioni/anni_successivi/,Anni successivi al primo,1708
/iscrizioni/immatricolazioni/enrolment,,1
/tempolibero/,"Cultura, sport, tempo libero e altre attività",1893
/tempolibero/cultura/teatro/,,1
/attivita/att_cult/,,1
/tempolibero/musei,,1
/iscrizioni/stranieri/noncom_estero/,Studenti non comunitari soggiornanti all'estero,2402
/iscrizioni/stranieri/noncom_italia/,Studenti non comunitari soggiornanti in Italia,1337
/iscrizioni/stranieri/comunitari/,Studenti comunitari,1292
/orientamento/convenzioni/elencoattive/,,1
/orientamento/convenzioni/firmadigitale/,,1
/alternanza-scuola-lavoro/,,1
/sites/www.studenti.unige.it/files/atto_costitutivo.doc,,1
/sites/www.studenti.unige.it/files/statuto.doc,,1
/iscrizioni/immatricolazioni/titoli/,Titoli di studio necessari per iscriversi ai corsi di laurea e laurea magistrale a ciclo unico,1790
/all2_arch_edile18/#art11,,1
/norme_2018/2019/#art2,,1
/all2_arch_edile18/#art12,,1
/norme_2018/2019/#art5,,1
/norme_2018/2019/#art6,,1
/norme_2018/2019/#art3,,1
/all2_arch_edile18/#all2,,1
/iscrizioni/immatricolazioni,,1
/bando_sanit_magistrali18/#art1,,1
/bando_sanit_magistrali18/#art3,,1
/bando_sanit_magistrali18/#art4,,1
/bando_sanit_magistrali18/#art9,,1
/bando_sanit_magistrali18/#art7,,1
/bando_sanit_magistrali18/#art5,,1
/bando_sanit_magistrali18/#programma,,1
/all4_biotec18/#posti,,1
/all4_biotec18/#data,,1
/all4_biotec18/#progr,,1
/all6_farma18/#art11,,1
/all6_farma18/#art12,,1
/all6_farma18/#art13,,1
/all1_design18/#art11,,1
/all1_design18/#art12,,1
/all1_design18/#all1,,1
/bando_sanit18/#art1,,1
/bando_sanit18/#art3,,1
/bando_sanit18/#art4,,1
/bando_sanit18/#art9,,1
/bando_sanit18/#art11,,1
/bando_sanit18/#art7,,1
/bando_sanit18/#art5,,1
/bando_sanit18/#allA,,1
/bando_med18/#art1,,1
/bando_med18/#art3,,1
/bando_med18/#art4,,1
/bando_med18/#art8,,1
/bando_med18/#art7,,1
/all3_scienzebio18/#art11,,1
/all3_scienzebio18/#art12,,1
/all3_scienzebio18/#art13,,1
/bando_arch18/#art1,,1
/bando_arch18/#art3,,1
/bando_arch18/#art4,,1
/bando_arch18/#art8,,1
/bando_arch18/#art7,,1
/bando_prima18/#art1,,1
/bando_prima18/#art3,,1
/bando_prima18/#art4,,1
/bando_prima18/#art9,,1
/bando_prima18/#art10,,1
/bando_prima18/#art7,,1
/bando_prima18/#art5,,1
/bando_prima18/#allA,,1
/all8_psico18/#art11,,1
/all8_psico18/#art12,,1
/all8_psico18/#art13,,1
/all5_scienzemot18/#art12,,1
/all5_scienzemot18/#art11,,1
/all5_scienzemot18/#all5,,1
/all7_scienzeedu18/#art11,,1
/all7_scienzeedu18/#art12,,1
/all7_scienzeedu18/#art13,,1
/all9_ttmi18/#art11,,1
/all9_ttmi18/#art12,,1
/all9_ttmi18/#art13,,1
/tempolibero/convenzioni/,Convenzioni con l'università,842
/scadenze,Scadenze,14985
/scadenze/en/,,1
/offertaformativa/lauree3e5/,,1
/postlaurea/dottorati/XXXIV/,,1
/sites/www.studenti.unige.it/files/Modalit%C3%A0%20di%20accesso%20al%20portale.pdf,,1
/sites/www.studenti.unige.it/files/Modalit%C3%A0%20di%20stampa.pdf,,1
/all9_ttmi18/,Bando teorie e tecniche mediazione interlinguistica 2018/2019,7281
/all7_scienzeedu18/,Bando Scienze dell'educazione e della formazione A.A. 2018/2019,5011
/alternanza-scuola-lavoro/istruzioni/,,1
/orientamento/serv_orientamento/entrata,,1
/sites/www.studenti.unige.it/files/guida_operativa_miur_alternanza_scuola_lavoro_08.10.2015.pdf,,1
/sites/www.studenti.unige.it/files/lettera_ministro_alternanza_scuola_lavoro_08.10.2015-1.pdf,,1
/all5_scienzemot18/,Bando Scienze Motorie A.A. 2018/2019,7688
/all8_psico18/,Bando scienze e tecniche psicologiche 2018/2019,5510
/bando_arch18/,Bando Scienze dell'Architettura A.A. 2018/2019,27329
/all3_scienzebio18/,Bando Scienze Biologiche A.A. 2018/2019,4617
/alternanza-scuola-lavoro/istruzioni/convenzioni,,1
/bando_med18/,Bando Medicina e Odontoiatria A.A. 2018/2019,30237
/bando_prima18/,Bando Formazione Primaria 2018/2019,27959
/all1_design18/,Bando Design del prodotto e della nautica A.A. 2018/2019,9516
/all6_farma18/,Bando Farmacia e CTF A.A. 2018/2019,7571
/all4_biotec18/,Bando Biotecnologie A.A. 2018/2019,7797
/bando_sanit18/,Bando Professioni Sanitarie 2018/2019,46294
/bando_sanit_magistrali18/,Bando Professioni Sanitarie Magistrali 2018/2019,37243
/alternanza-scuola-lavoro/istruzioni/progetto/,,1
/norme_2018/2019/,Norme generali di ammissione 2018/2019,25918
/all2_arch_edile18/,Bando Architettura e Ingegneria Edile 2018/2019,10518
/lavoro/studenti/,,1
/lavoro/aziende/,,1
/postlaurea/,Post-laurea,1371
/regolamenti-e-note-operative-gli-studenti/,Regolamenti e note operative per gli studenti,3232
/regolamenti-e-note-operative-anagrafe-reddituale-tasse-e-contributi-benefici-universitari/,,1
/studenti-internazionali/,,1
/areaint/foreignstudents/erasmus/italiano/,,1
/areaint/foreignstudents/erasmus/english,,1
/orientamento/valutazione/,Schede per la raccolta delle opinioni degli studenti sulla didattica,3222
/servizi/,Vivere e studiare a Genova,3484
/attivita/,"Attività a tempo parziale, attività culturali, associazioni studentesche",1070
/attivita/collaborazione/,,1
/tasse/24cfu/,,1
/tasse/benefici/,,1
/tasse/istanze/,,1
/tasse/rimborso/,,1
/tasse/spesefrequenzacorsiuniversitari_730precompilato/,,1
/tasse/laureando/,,1
/tasse/alfa/,,1
/sites/www.studenti.unige.it/files/guida1819web.pdf,,1
/sites/www.studenti.unige.it/files/corsi_web.pdf,,1
/sites/www.studenti.unige.it/files/manifesto1819.pdf,,1
/sites/www.studenti.unige.it/files/arch18.pdf,,1
/sites/www.studenti.unige.it/files/eco18int.pdf,,1
/sites/www.studenti.unige.it/files/farm18.pdf,,1
/sites/www.studenti.unige.it/files/giuri18int.pdf,,1
/sites/www.studenti.unige.it/files/ing18.pdf,,1
/sites/www.studenti.unige.it/files/lett18.pdf,,1
/sites/www.studenti.unige.it/files/lingue18.pdf,,1
/sites/www.studenti.unige.it/files/med18.pdf,,1
/sites/www.studenti.unige.it/files/scienzeform18.pdf,,1
/sites/www.studenti.unige.it/files/smfn18web.pdf,,1
/sites/www.studenti.unige.it/files/scienzepol18.pdf,,1
/orientamento/pubblicazioni/manifesti/,,1
/orientamento/pubblicazioni/manifestiold/,,1
/sites/www.studenti.unige.it/files/guida_2017_18_web_r.pdf,,1
/sites/www.studenti.unige.it/files/guida_int_2012.pdf,,1
/iscrizioni/,,1
/servizi/segreterie/studiocaso/,,1
/servizi/segreterie/ammissionelaurea/,,1
/servizi/segreterie/duplicati/,,1
/iscritti/lauree/,,1
/servizi/segreterie/supplement,,1
/servizi/segreterie/rinuncia/,,1
/ISCRIZIONI/,Immatricolazioni e iscrizioni,1991
/orientamento/test/,,1
/orientamento/infopoint/,,1
/orientamento/saloneorientamenti/,,1
/orientamento/progettomatricole/,,1
/orientamento/counseling/,,1
/lavoro/incontri/,,1
/lavoro/studenti/laboratori/,,1
/lavoro/studenti/competenze/,,1
/lavoro/curriculum/,,1
/lavoro/tirocini/,,1
/lavoro/jobcheckin/,,1
/lavoro/opportunita/,,1
/lavoro/studenti/eventi/,,1
/orientamento/areeprofessioni/,,1
/orientamento/commissioni/,,1
/postlaurea/esamistato/,Esami di stato,4410
/postlaurea/esamistato/arch/,,1
/postlaurea/esamistato/ass/,,1
/postlaurea/esamistato/bio/,,1
/postlaurea/esamistato/chi,,1
/postlaurea/esamistato/dot/,,1
/postlaurea/esamistato/far/,,1
/postlaurea/esamistato/geo/,,1
/postlaurea/esamistato/ing/,,1
/postlaurea/esamistato/med/,,1
/postalurea/esamistato/odo,,1
/postlaurea/esamistato/psico,,1
/areaint/scuoladilinguaitalianach,,1
/attivita/tutorato/,Attività di tutorato,3560
/attivita/tutorato/graduatorie/,,1
/attivita/tutorato/tipologie/,,1
/attivita/tutorato/pagamento/,,1
/attivita/tutorato/anniprecedenti/,,1
/tasse/alfa/eng/,,1
/lavoro/aziende/sportello/,,1
/lavoro/aziende/tirocini/,,1
/lavoro/aziende/careerday/,,1
/lavoro/aziende/incontri/,,1
/lavoro/aziende/opportunita/,,1
/lavoro/studenti/orientarsi/,,1
/lavoro/studenti/cvcheck/,,1
/lavoro/studenti/ordiniprofessionali/,,1
/lavoro/studenti/autoimpiego/,,1
/lavoro/studenti/indirizzi/,,1
/lavoro/studenti/almalaurea/,,1
/lavoro/opportunita/regione/,,1
/areaint/scuoladilinguaitaliana/,,1
/areaint/italian_courses,,1
/sites/www.studenti.unige.it/files/SillaboSlici.pdf,,1
/bando-selezione-tutormat-2018/,,1
/attivita/tutorato/bando2017/,,1
/attivita/tutorato/bando2016/,,1
/attivita/tutorato/bando2015/,,1
/attivita/tutorato/bando2014/,,1
/attivita/tutorato/2013/,,1
/tasse/alfa/eng/scholarships/,,1
/tasse/alfa/eng/housing/,,1
/tasse/alfa/eng/food/,,1
/tasse/alfa/eng/cultural/,,1
/sites/www.studenti.unige.it/files/registrati.pdf,,1
/lavoro/studenti/indirizzi/internazionali/,,1
/attivita/tutorato/graduatorie2015/,,1
/sites/www.studenti.unige.it/files/Pagine%20da%20Rapporto_ANVUR_SINTESI_20%7E.pdf,,1
/sites/www.studenti.unige.it/files/ESTRATTO_progetto_matricole2017.pdf,,1
/sites/www.studenti.unige.it/files/LINEE_GUIDA_nazionali.pdf,,1
/sites/www.studenti.unige.it/files/ACCORDOorientamento-permanente.pdf,,1
/tutorato/bando2017/graduatorie/,,1
/sites/www.studenti.unige.it/files/Avviso%20Corso%20formazione%20bando%20tutor%20alla%20pari%20DR.%201396%20definitivo.docx,,1
/sites/www.studenti.unige.it/files/calendario%20corso%20tutor%2017_0.pdf,,1
/sites/www.studenti.unige.it/files/tutormat.pdf,,1
/sites/www.studenti.unige.it/files/graduatoria%20tutor%20mat%2018.pdf,,1
/sites/www.studenti.unige.it/files/Ammessi%20al%20colloquio%20A_tutorMat_2018.pdf,,1
/sites/www.studenti.unige.it/files/GRADUATORIA%20DEFINITIVA%20profilo%20C%20TUTOR%20MAT%20.pdf,,1
/sites/www.studenti.unige.it/files/GRADUATORIA%20DEFINITIVA%20DIDATTICI%20TUTOR%20MAT%20.pdf,,1
/attivita/tutorato/studenti_tutor/,,1
/attivita/tutorato/bando2013/,,1
/attivita/tutorato/allapari/,,1
/attivita/tutorato/2013/didattici,,1
/attivita/tutorato/graduatorie2014/,,1
/attivita/tutorato/tutor_didattici/,,1
/sites/www.studenti.unige.it/files/bando%20tutor%20pari%202013.pdf,,1
/sites/www.studenti.unige.it/files/Avviso_tutor_pari.pdf,,1
/attivita/tutorato/graduatorie,,1
/sites/www.studenti.unige.it/files/profilo%20B.pdf,,1
/attivita/tutorato/bando2016/graduatorie/,Studenti ammessi al colloquio e graduatorie definitive,24283
/lavoro/tirocini/curriculari,,1
/lavoro/aziende/tirocini/cosafare/,,1
/lavoro/tirocini/extracurriculari,,1
/lavoro/tirocini/referenti/,,1
/sites/www.studenti.unige.it/files/Dichiarazione%20stato%20civile_1.pdf,,1
/sites/www.studenti.unige.it/files/dichiarazione%20gestione%20separta%20INPS.pdf,,1
/lavoro/laboratori/,,1
/lavoro/aziende/tirocini/privcart/,,1
/lavoro/aziende/tirocini/privdigit/,,1
/lavoro/aziende/tirocini/pubdigit/,,1
/lavoro/aziende/tirocini/lombcart/,,1
/lavoro/aziende/tirocini/lombdigit/,,1
/lavoro/tirocini/extracurriculari/aziende,,1
/lavoro/tirocini/extracurriculari/aziendelombardia/,,1
/sites/www.studenti.unige.it/files/art18_L196_97.pdf,,1
/sites/www.studenti.unige.it/files/dl142_98.pdf,,1
/sites/www.studenti.unige.it/files/circolare_92_1998_0.pdf,,1
/sites/www.studenti.unige.it/files/decreto22%20_03_06_extracomunitari.pdf,,1
/sites/www.studenti.unige.it/files/dlgs_81_2008.pdf.zip,,1
/postlaurea/esami_stato/modulistica/,Modulistica,1664
/lavoro/tirocini/extracurriculari/aziendelombardia/cartaceo/,,1
/lavoro/tirocini/extracurriculari/aziendelombardia/digitale/,,1
/lavoro/studenti/eventi/laureainazienda/,,1
/lavoro/opportunita/volotea/,,1
/lavoro/opportunita/contatto/,,1
/lavoro/DCCI/,,1
/lavoro/studenti/eventi/ungiorno/,,1
/lavoro/studenti/eventi/lidl/,,1
/lavoro/opportunita/samsung/,,1
/lavoro/monster/,,1
/lavoro/orientati/,,1
/lavoro/bip/,,1
/lavoro/pharmaday/,,1
/lavoro/studenti/eventi/edux/,,1
/lavoro/studenti/eventi/futuremakers/,,1
/lavoro/kruk/,,1
/lavoro/bureauveritas/,,1
/lavoro/randstad/,,1
/lavoro/studenti/eventi/incontroprofessionisti/,,1
/lavoro/glaxosmithkline/,,1
/lavoro/unicredit/,,1
/lavoro/coopliguria/,,1
/lavoro/studenti/eventi/panorama/,,1
/lavoro/carispezia/,,1
/lavoro/tirocini/laurea_azienda/,,1
/lavoro/talenti/,,1
/LAVORO/tirocini/vulcanus/,,1
/lavoro/opportunita/coasit/,,1
/programma-di-tirocinio-fondazione-maeci/,,1
/lavoro/opportunita/CRUIscuoleitaliane/,,1
/lavoro/tirocini/onu/,,1
/lavoro/tirocini/ue/,,1
/lavoro/contributo_curr/,,1
/sites/www.studenti.unige.it/files/Bolted%20Joint%20-%20Area%20Nord.pdf,,1
/sites/www.studenti.unige.it/files/CPR_Support%20-%20stage.pdf,,1
/sites/www.studenti.unige.it/files/Industry%204.0%20-%20stage.pdf,,1
/sites/www.studenti.unige.it/files/Inspector%20CPR.pdf,,1
/sites/www.studenti.unige.it/files/lean%20support%20-%20stage.pdf,,1
/sites/www.studenti.unige.it/files/Rail%20Support%20-%20stage.pdf,,1
/sites/www.studenti.unige.it/files/Technical_Support_SL_IND%20-%20stage.pdf,,1
/issuge/,,1
/sites/www.studenti.unige.it/files/alliance%20healthcare%282%29.pdf,,1
/sites/www.studenti.unige.it/files/coop%283%29.pdf,,1
/sites/www.studenti.unige.it/files/GSK%281%29.pdf,,1
/sites/www.studenti.unige.it/files/helan%282%29.pdf,,1
/sites/www.studenti.unige.it/files/hippocrates_0.pdf,,1
/sites/www.studenti.unige.it/files/kedrion%283%29.pdf,,1
/sites/www.studenti.unige.it/files/kelly_0.pdf,,1
/sites/www.studenti.unige.it/files/pharmadoc.pdf,,1
/sites/www.studenti.unige.it/files/cmc%20sud_web.pdf,,1
/sites/www.studenti.unige.it/files/evo_web.pdf,,1
/sites/www.studenti.unige.it/files/technevalue_web.pdf,,1
/sites/www.studenti.unige.it/files/locandina_dima_10%20aprile%202018.pdf,,1
/lavoro/tirocini/aziende/,,1
/LAVORO/tirocini/sicurezza/,,1
/lavoro/tirocini/allestero/,,1
/lavoro/tirocini/convenzioni,Convenzioni attive per i tirocini,2733
/scadenze/#studiocaso,,1
/orientamento/pubblicazioni/manifesti-llmcu/,,1
/orientamento/pubblicazioni/manifesti-lm/,,1
/iscritti/lauree/pergamene/,Sessioni per le quali è disponibile il ritiro del diploma di laurea,6281
/lavoro/tirocini/convenzioni/100005,Aziende convenzionate con SCUOLA POLITECNICA per attività di tirocinio,41414
/lavoro/tirocini/convenzioni/100004,Aziende convenzionate con SCUOLA DI SCIENZE UMANISTICHE per attività di tirocinio,13434
/lavoro/tirocini/convenzioni/100003,Aziende convenzionate con SCUOLA DI SCIENZE SOCIALI per attività di tirocinio,1519
/lavoro/tirocini/convenzioni/100002,Aziende convenzionate con SCUOLA DI SCIENZE MEDICHE E FARMACEUTICHE per attività di tirocinio,9724
/lavoro/tirocini/convenzioni/100001,"Aziende convenzionate con SCUOLA DI SCIENZE MATEMATICHE,FISICHE E NATURALI per attività di tirocinio",1623
/lavoro/tirocini/convenzioni/100015,Aziende convenzionate con DIPARTIMENTO DI SCIENZE POLITICHE per attività di tirocinio,9111
/lavoro/tirocini/convenzioni/100014,Aziende convenzionate con DIPARTIMENTO DI SCIENZE DELLA FORMAZIONE per attività di tirocinio,11685
/lavoro/tirocini/convenzioni/100018,Aziende convenzionate con DIPARTIMENTO DI LINGUE E CULTURE MODERNE per attività di tirocinio,16889
/lavoro/tirocini/convenzioni/100008,Aziende convenzionate con DIPARTIMENTO DI MEDICINA SPERIMENTALE per attività di tirocinio,20393
/lavoro/tirocini/convenzioni/100017,"Aziende convenzionate con DIPARTIMENTO DI ITALIANISTICA, ROMANISTICA, ANTICHISTICA, ARTI E SPETTACOLO per attività di tirocinio",1448
/lavoro/tirocini/convenzioni/100013,Aziende convenzionate con DIPARTIMENTO DI GIURISPRUDENZA per attività di tirocinio,10108
/lavoro/tirocini/convenzioni/100006,Aziende convenzionate con DIPARTIMENTO DI FARMACIA per attività di tirocinio,2011
